"LOCATION","Country","SUBJECT","Subject","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"KOR","Korea","YGTT11PE_ST","Employment in services as % of employment","A","Annual","1990","1990","PC","Percentage","0","Units",,,46.67607,"B","Break"
"KOR","Korea","YGTT11PE_ST","Employment in services as % of employment","A","Annual","1991","1991","PC","Percentage","0","Units",,,48.56179,,
"KOR","Korea","YGTT11PE_ST","Employment in services as % of employment","A","Annual","1992","1992","PC","Percentage","0","Units",,,50.21744,,
"KOR","Korea","YGTT11PE_ST","Employment in services as % of employment","A","Annual","1993","1993","PC","Percentage","0","Units",,,52.50808,,
"KOR","Korea","YGTT11PE_ST","Employment in services as % of employment","A","Annual","1994","1994","PC","Percentage","0","Units",,,53.81873,,
"KOR","Korea","YGTT11PE_ST","Employment in services as % of employment","A","Annual","1995","1995","PC","Percentage","0","Units",,,54.78645,,
"KOR","Korea","YGTT11PE_ST","Employment in services as % of employment","A","Annual","1996","1996","PC","Percentage","0","Units",,,56.21791,,
"KOR","Korea","YGTT11PE_ST","Employment in services as % of employment","A","Annual","1997","1997","PC","Percentage","0","Units",,,57.79343,,
"KOR","Korea","YGTT11PE_ST","Employment in services as % of employment","A","Annual","1998","1998","PC","Percentage","0","Units",,,59.9944,,
"KOR","Korea","YGTT11PE_ST","Employment in services as % of employment","A","Annual","1999","1999","PC","Percentage","0","Units",,,61.14073,"B","Break"
"KOR","Korea","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2000","2000","PC","Percentage","0","Units",,,61.26077,,
"KOR","Korea","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2001","2001","PC","Percentage","0","Units",,,62.58049,,
"KOR","Korea","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2002","2002","PC","Percentage","0","Units",,,63.35321,,
"KOR","Korea","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2003","2003","PC","Percentage","0","Units",,,63.62919,,
"KOR","Korea","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2004","2004","PC","Percentage","0","Units",,,64.45148,"E","Estimated value"
"KOR","Korea","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2005","2005","PC","Percentage","0","Units",,,65.38554,"E","Estimated value"
"KOR","Korea","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2006","2006","PC","Percentage","0","Units",,,66.20733,"E","Estimated value"
"KOR","Korea","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2007","2007","PC","Percentage","0","Units",,,66.91889,"E","Estimated value"
"KOR","Korea","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2008","2008","PC","Percentage","0","Units",,,67.55569,"E","Estimated value"
"KOR","Korea","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2009","2009","PC","Percentage","0","Units",,,68.50241,"E","Estimated value"
"KOR","Korea","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2010","2010","PC","Percentage","0","Units",,,68.38794,"E","Estimated value"
"KOR","Korea","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2011","2011","PC","Percentage","0","Units",,,68.78967,"E","Estimated value"
"KOR","Korea","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2012","2012","PC","Percentage","0","Units",,,69.29835,"E","Estimated value"
"KOR","Korea","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2013","2013","PC","Percentage","0","Units",,,69.23898,,
"KOR","Korea","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2014","2014","PC","Percentage","0","Units",,,69.41582,,
"KOR","Korea","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2015","2015","PC","Percentage","0","Units",,,69.46478,,
"KOR","Korea","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2016","2016","PC","Percentage","0","Units",,,69.96004,,
"KOR","Korea","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2017","2017","PC","Percentage","0","Units",,,69.90686,,
"KOR","Korea","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2018","2018","PC","Percentage","0","Units",,,69.80117,,
"KOR","Korea","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2019","2019","PC","Percentage","0","Units",,,70.27843,,
"KOR","Korea","YGTT06L1_ST","Unemployment","A","Annual","1989","1989","PER","Persons","3","Thousands",,,462.5,,
"KOR","Korea","YGTT06L1_ST","Unemployment","A","Annual","1990","1990","PER","Persons","3","Thousands",,,454,"B","Break"
"KOR","Korea","YGTT06L1_ST","Unemployment","A","Annual","1991","1991","PER","Persons","3","Thousands",,,460.75,,
"KOR","Korea","YGTT06L1_ST","Unemployment","A","Annual","1992","1992","PER","Persons","3","Thousands",,,490.0833,,
"KOR","Korea","YGTT06L1_ST","Unemployment","A","Annual","1993","1993","PER","Persons","3","Thousands",,,571.0833,,
"KOR","Korea","YGTT06L1_ST","Unemployment","A","Annual","1994","1994","PER","Persons","3","Thousands",,,504.3333,,
"KOR","Korea","YGTT06L1_ST","Unemployment","A","Annual","1995","1995","PER","Persons","3","Thousands",,,430.25,,
"KOR","Korea","YGTT06L1_ST","Unemployment","A","Annual","1996","1996","PER","Persons","3","Thousands",,,435.25,,
"KOR","Korea","YGTT06L1_ST","Unemployment","A","Annual","1997","1997","PER","Persons","3","Thousands",,,567.8333,,
"KOR","Korea","YGTT06L1_ST","Unemployment","A","Annual","1998","1998","PER","Persons","3","Thousands",,,1490.167,,
"KOR","Korea","YGTT06L1_ST","Unemployment","A","Annual","1999","1999","PER","Persons","3","Thousands",,,1425.667,"B","Break"
"KOR","Korea","YGTT06L1_ST","Unemployment","A","Annual","2000","2000","PER","Persons","3","Thousands",,,978.0084,,
"KOR","Korea","YGTT06L1_ST","Unemployment","A","Annual","2001","2001","PER","Persons","3","Thousands",,,897.625,,
"KOR","Korea","YGTT06L1_ST","Unemployment","A","Annual","2002","2002","PER","Persons","3","Thousands",,,750.825,,
"KOR","Korea","YGTT06L1_ST","Unemployment","A","Annual","2003","2003","PER","Persons","3","Thousands",,,821.2584,,
"KOR","Korea","YGTT06L1_ST","Unemployment","A","Annual","2004","2004","PER","Persons","3","Thousands",,,861.65,,
"KOR","Korea","YGTT06L1_ST","Unemployment","A","Annual","2005","2005","PER","Persons","3","Thousands",,,887.2667,,
"KOR","Korea","YGTT06L1_ST","Unemployment","A","Annual","2006","2006","PER","Persons","3","Thousands",,,835.725,,
"KOR","Korea","YGTT06L1_ST","Unemployment","A","Annual","2007","2007","PER","Persons","3","Thousands",,,790.2333,,
"KOR","Korea","YGTT06L1_ST","Unemployment","A","Annual","2008","2008","PER","Persons","3","Thousands",,,775.7917,,
"KOR","Korea","YGTT06L1_ST","Unemployment","A","Annual","2009","2009","PER","Persons","3","Thousands",,,894.2416,,
"KOR","Korea","YGTT06L1_ST","Unemployment","A","Annual","2010","2010","PER","Persons","3","Thousands",,,923.6334,,
"KOR","Korea","YGTT06L1_ST","Unemployment","A","Annual","2011","2011","PER","Persons","3","Thousands",,,862.5417,,
"KOR","Korea","YGTT06L1_ST","Unemployment","A","Annual","2012","2012","PER","Persons","3","Thousands",,,826.0667,,
"KOR","Korea","YGTT06L1_ST","Unemployment","A","Annual","2013","2013","PER","Persons","3","Thousands",,,808.2083,,
"KOR","Korea","YGTT06L1_ST","Unemployment","A","Annual","2014","2014","PER","Persons","3","Thousands",,,938.475,,
"KOR","Korea","YGTT06L1_ST","Unemployment","A","Annual","2015","2015","PER","Persons","3","Thousands",,,975.7333,,
"KOR","Korea","YGTT06L1_ST","Unemployment","A","Annual","2016","2016","PER","Persons","3","Thousands",,,1009.233,,
"KOR","Korea","YGTT06L1_ST","Unemployment","A","Annual","2017","2017","PER","Persons","3","Thousands",,,1022.875,,
"KOR","Korea","YGTT06L1_ST","Unemployment","A","Annual","2018","2018","PER","Persons","3","Thousands",,,1073.25,,
"KOR","Korea","YGTT06L1_ST","Unemployment","A","Annual","2019","2019","PER","Persons","3","Thousands",,,1063.442,,
"KOR","Korea","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","1989","1989","PC","Percentage","0","Units",,,2.583333,,
"KOR","Korea","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","1990","1990","PC","Percentage","0","Units",,,2.458333,"B","Break"
"KOR","Korea","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","1991","1991","PC","Percentage","0","Units",,,2.45,,
"KOR","Korea","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","1992","1992","PC","Percentage","0","Units",,,2.525,,
"KOR","Korea","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","1993","1993","PC","Percentage","0","Units",,,2.9,,
"KOR","Korea","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","1994","1994","PC","Percentage","0","Units",,,2.475,,
"KOR","Korea","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","1995","1995","PC","Percentage","0","Units",,,2.066667,,
"KOR","Korea","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","1996","1996","PC","Percentage","0","Units",,,2.058333,,
"KOR","Korea","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","1997","1997","PC","Percentage","0","Units",,,2.616667,,
"KOR","Korea","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","1998","1998","PC","Percentage","0","Units",,,6.95,,
"KOR","Korea","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","1999","1999","PC","Percentage","0","Units",,,6.583333,"B","Break"
"KOR","Korea","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2000","2000","PC","Percentage","0","Units",,,4.425,,
"KOR","Korea","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2001","2001","PC","Percentage","0","Units",,,4,,
"KOR","Korea","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2002","2002","PC","Percentage","0","Units",,,3.258333,,
"KOR","Korea","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2003","2003","PC","Percentage","0","Units",,,3.55,,
"KOR","Korea","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2004","2004","PC","Percentage","0","Units",,,3.658333,,
"KOR","Korea","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2005","2005","PC","Percentage","0","Units",,,3.75,,
"KOR","Korea","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2006","2006","PC","Percentage","0","Units",,,3.475,,
"KOR","Korea","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2007","2007","PC","Percentage","0","Units",,,3.258333,,
"KOR","Korea","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2008","2008","PC","Percentage","0","Units",,,3.175,,
"KOR","Korea","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2009","2009","PC","Percentage","0","Units",,,3.633333,,
"KOR","Korea","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2010","2010","PC","Percentage","0","Units",,,3.708333,,
"KOR","Korea","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2011","2011","PC","Percentage","0","Units",,,3.408333,,
"KOR","Korea","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2012","2012","PC","Percentage","0","Units",,,3.225,,
"KOR","Korea","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2013","2013","PC","Percentage","0","Units",,,3.1,,
"KOR","Korea","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2014","2014","PC","Percentage","0","Units",,,3.491667,,
"KOR","Korea","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2015","2015","PC","Percentage","0","Units",,,3.591667,,
"KOR","Korea","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2016","2016","PC","Percentage","0","Units",,,3.675,,
"KOR","Korea","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2017","2017","PC","Percentage","0","Units",,,3.683333,,
"KOR","Korea","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2018","2018","PC","Percentage","0","Units",,,3.833333,,
"KOR","Korea","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2019","2019","PC","Percentage","0","Units",,,3.783333,,
"LUX","Luxembourg","YGTT07L1_ST","Labour force","A","Annual","1998","1998","PER","Persons","3","Thousands",,,175.4,,
"LUX","Luxembourg","YGTT07L1_ST","Labour force","A","Annual","1999","1999","PER","Persons","3","Thousands",,,180.4,,
"LUX","Luxembourg","YGTT07L1_ST","Labour force","A","Annual","2000","2000","PER","Persons","3","Thousands",,,185.2,,
"LUX","Luxembourg","YGTT07L1_ST","Labour force","A","Annual","2001","2001","PER","Persons","3","Thousands",,,188.7,,
"LUX","Luxembourg","YGTT07L1_ST","Labour force","A","Annual","2002","2002","PER","Persons","3","Thousands",,,193.3,"B","Break"
"LUX","Luxembourg","YGTT07L1_ST","Labour force","A","Annual","2003","2003","PER","Persons","3","Thousands",,,194.2,,
"LUX","Luxembourg","YGTT07L1_ST","Labour force","A","Annual","2004","2004","PER","Persons","3","Thousands",,,198.5,"B","Break"
"LUX","Luxembourg","YGTT07L1_ST","Labour force","A","Annual","2005","2005","PER","Persons","3","Thousands",,,202.7,,
"LUX","Luxembourg","YGTT07L1_ST","Labour force","A","Annual","2006","2006","PER","Persons","3","Thousands",,,205,"B","Break"
"LUX","Luxembourg","YGTT07L1_ST","Labour force","A","Annual","2007","2007","PER","Persons","3","Thousands",,,211.475,,
"LUX","Luxembourg","YGTT07L1_ST","Labour force","A","Annual","2008","2008","PER","Persons","3","Thousands",,,213.15,"B","Break"
"LUX","Luxembourg","YGTT07L1_ST","Labour force","A","Annual","2009","2009","PER","Persons","3","Thousands",,,228.9,,
"LUX","Luxembourg","YGTT07L1_ST","Labour force","A","Annual","2010","2010","PER","Persons","3","Thousands",,,230.9,,
"LUX","Luxembourg","YGTT07L1_ST","Labour force","A","Annual","2011","2011","PER","Persons","3","Thousands",,,236.325,,
"LUX","Luxembourg","YGTT07L1_ST","Labour force","A","Annual","2012","2012","PER","Persons","3","Thousands",,,248.875,,
"LUX","Luxembourg","YGTT07L1_ST","Labour force","A","Annual","2013","2013","PER","Persons","3","Thousands",,,253.55,,
"LUX","Luxembourg","YGTT07L1_ST","Labour force","A","Annual","2014","2014","PER","Persons","3","Thousands",,,260.9,"B","Break"
"LUX","Luxembourg","YGTT07L1_ST","Labour force","A","Annual","2015","2015","PER","Persons","3","Thousands",,,275.875,,
"LUX","Luxembourg","YGTT07L1_ST","Labour force","A","Annual","2016","2016","PER","Persons","3","Thousands",,,277.975,,
"LUX","Luxembourg","YGTT07L1_ST","Labour force","A","Annual","2017","2017","PER","Persons","3","Thousands",,,287.75,,
"LUX","Luxembourg","YGTT07L1_ST","Labour force","A","Annual","2018","2018","PER","Persons","3","Thousands",,,296.475,,
"LUX","Luxembourg","YGTT07L1_ST","Labour force","A","Annual","2019","2019","PER","Persons","3","Thousands",,,306.275,,
"LUX","Luxembourg","YGFE07L1_ST","Labour force females","A","Annual","1998","1998","PER","Persons","3","Thousands",,,66.7,,
"LUX","Luxembourg","YGFE07L1_ST","Labour force females","A","Annual","1999","1999","PER","Persons","3","Thousands",,,71.1,,
"LUX","Luxembourg","YGFE07L1_ST","Labour force females","A","Annual","2000","2000","PER","Persons","3","Thousands",,,73.6,,
"LUX","Luxembourg","YGFE07L1_ST","Labour force females","A","Annual","2001","2001","PER","Persons","3","Thousands",,,75.7,,
"LUX","Luxembourg","YGFE07L1_ST","Labour force females","A","Annual","2002","2002","PER","Persons","3","Thousands",,,78.2,"B","Break"
"LUX","Luxembourg","YGFE07L1_ST","Labour force females","A","Annual","2003","2003","PER","Persons","3","Thousands",,,79.7,,
"LUX","Luxembourg","YGFE07L1_ST","Labour force females","A","Annual","2004","2004","PER","Persons","3","Thousands",,,83.3,"B","Break"
